"ident","iata_code","name","municipality","iso_country","iso_region"
"5PA6","","Shield Farm Airport","Warren","US","US-PA"
"5PA8","","Chambers Airport","Tunkhannock","US","US-PA"
"5PA9","","Taylor Flight Park Ultralightport","Strattanville","US","US-PA"
"5PN7","","Jarrett Airport","Ivyland","US","US-PA"
"5PN8","","Lincoln Farms Airport","Calvin","US","US-PA"
"5PS5","","Chestnut Hill Airport","Duncannon","US","US-PA"
"5QC","","Quartz Creek /Kougarok/ Airport","Quartz Creek","US","US-AK"
"5R7","","Roy E. Ray Airport","Bayou La Batre","US","US-AL"
"5S1","","George Felt Airport","Roseburg","US","US-OR"
"5S4","","Toledo State Airport","Toledo","US","US-OR"
"5S5","","Lake Billy Chinook Airport","Culver","US","US-OR"
"5T4","","Herreid Municipal Airport","Herreid","US","US-SD"
"5TA0","","Hamilton Aircraft, Inc Airport","Seminole","US","US-TX"
"5TA1","","Charping Airport","Temple","US","US-TX"
"5TA2","","Rabbit Run Airport","Waco","US","US-TX"
"5TA3","","Pearson Ranch Private Airport","Yoakum","US","US-TX"
"5TA4","","Reed Airport","Claude","US","US-TX"
"5TA5","","Creasy Airport","Santa Fe","US","US-TX"
"5TA8","","Deer Meadow Ranch Airport","Athens","US","US-TX"
"5TA9","","Seagoville Airport","Seagoville","US","US-TX"
"5TE0","","Comanche Ranch Airport","Eagle Pass","US","US-TX"
"5TE1","","Rawls Ranch Airport","Marfa","US","US-TX"
"5TE2","","Bleakley Ranch Airport","Dripping Springs","US","US-TX"
"5TE3","","Alexander Ranch Airport","Dripping Springs","US","US-TX"
"5TE4","","Perkins Prothro Cimarron Ranch Airport","Kerrick","US","US-TX"
"5TE5","","Iron Mountain Ranch Airport","Marathon","US","US-TX"
"5TE6","","Keystone Ranch Airport","San Angelo","US","US-TX"
"5TE7","","Renz Ranch Airport","Eagle Lake","US","US-TX"
"5TE8","","Willis N Clark Airport","Miami","US","US-TX"
"5TN4","","Mcgraw's Backyard Airport","Greenback","US","US-TN"
"5TN9","","One Grand Field","Cookeville","US","US-TN"
"5TS2","","Chan-C Airport","Coupland","US","US-TX"
"5TS3","","Knapp Pecan Orchard Airpark","Dawson","US","US-TX"
"5TS4","","Mc Entire Airport","Decatur","US","US-TX"
"5TS5","","Mc Donald Ranch Airport","Dilley","US","US-TX"
"5TS8","","Bear Creek Ranch Airport","New Braunfels","US","US-TX"
"5TS9","","Big Duke's Place Airport","Indianola","US","US-TX"
"5TX0","","Hidden Valley Airpark","Lake Dallas","US","US-TX"
"5TX2","","Grove Hill Airport","Leonard","US","US-TX"
"5U0","","Denton Airport","Denton","US","US-MT"
"5U6","","Fairview Airport","Fairview","US","US-MT"
"5U8","","Geraldine Airport","Geraldine","US","US-MT"
"5V4","","Calhan Airport","Calhan","US","US-CO"
"5V8","","Kadoka Municipal Airport","Kadoka","US","US-SD"
"5VA5","","Chimney View Airport","Fredericksburg","US","US-VA"
"5VG2","","Foster Field","Mathews","US","US-VA"
"5WA0","","Sourdough Airport","Tonasket","US","US-WA"
"5WA1","","Dorman Field","Mesa","US","US-WA"
"5WA4","","Boisselle Airport","White Swan","US","US-WA"
"5WA5","","Ross Airport","Orondo","US","US-WA"
"5WA7","","Wild Hair Airport","Centerville","US","US-WA"
"5WA8","","Hogan's Corner Airport","Hoquiam","US","US-WA"
"5WA9","","Brush Prairie Aerodrome","Brush Prairie","US","US-WA"
"5WI1","","Springbrook Airport","Springbrook","US","US-WI"
"5WI2","","Plainfield International Airport","Plainfield","US","US-WI"
"5WI3","","Der Schwarzwald Airport","Waterloo","US","US-WI"
"5WI4","","Larson Airport","Marinette","US","US-WI"
"5WI5","","Haymeadow Airport","Merrill","US","US-WI"
"5WI6","","Independence Airport","Independence","US","US-WI"
"5WI8","","Ermis-Ridgeview Airport","Coleman","US","US-WI"
"5WN2","","Eberle Ranch Airport","Dane","US","US-WI"
"5WN8","","Knight Sky Airport","Wausau","US","US-WI"
"5WN9","","Ottman Landing Airport","Maiden Rock","US","US-WI"
"5XA0","","Hunter's Creek Airport","Kinckerboker","US","US-TX"
"5XA1","","LZ Juliet Bravo Airport","Valley Mills","US","US-TX"
"5XA9","","Venable Airpark","Aubrey","US","US-TX"
"5XS0","","Tnt Ultralightport","Randolph","US","US-TX"
"5XS2","","Kimball Farm Service Inc Airport","Hereford","US","US-TX"
"5XS3","","Wilber Farms Airport","Winnie","US","US-TX"
"5XS5","","Wits End Ranch Airport","Grand Saline","US","US-TX"
"5XS6","","Old Reb Airport","Mercedes","US","US-TX"
"5XS7","","Outback Airport","Lockney","US","US-TX"
"5XS8","","L Davis Ranch Airport","Brackettville","US","US-TX"
"5XS9","","Byrt Airport","Streetman","US","US-TX"
"5Y0","","Harrisville Airport","Harrisville","US","US-MI"
"5Y2","","Houghton Lake State Airport","Houghton Lake Heights","US","US-MI"
"5Y3","","Gutzmer's Twin Oaks Airport","Whitewater","US","US-WI"
"5Y4","","Lost Creek Airport","Luzerne","US","US-MI"
"5Y5","","David's Landing Airport","St Clair","US","US-MI"
"5Y7","","Hanley Field","Munising","US","US-MI"
"5Z5","","Kantishna Airport","Kantishna","US","US-AK"
"60A","","Brundidge Municipal Airport","Brundidge","US","US-AL"
"60AR","","Southern View Aviation Airport","Viola","US","US-AR"
"60AS","","Junior Smith Airport","Elaine","US","US-AR"
"60AZ","","Wood's Airstrip","Wenden","US","US-AZ"
"60CL","","California Highway Patrol Academy Airport","West Sacramento","US","US-CA"
"60G","","Skyway Estates Airport","Eaton Rapids","US","US-MI"
"60GE","","Flying B Farm Airport","Arnoldsville","US","US-GA"
"60IA","","Village Oaks Airport","Blue Grass","US","US-IA"
"60IL","","Beulah Land Farm Airport","Biggsville","US","US-IL"
"60IN","","Fisher Farm Airport","Roanoke","US","US-IN"
"60IS","","Nelson Private Airport","Browns","US","US-IL"
"60KS","","Alley Field","Douglass","US","US-KS"
"60M","","Spencer Airport","Spencer","US","US-MA"
"60MI","","Maybee Airport","Maybee","US","US-MI"
"60MN","","Fuhr Flying Svc Airport","Seaforth","US","US-MN"
"60MU","","Lucky Weasel Airport","Alba","US","US-MO"
"60NC","","Star Hill Golf Club Airport","Cape Carteret","US","US-NC"
"60NJ","","O'Dwyer Airport","Flemington","US","US-NJ"
"60OA","","Flemming Field","Kinsman","US","US-OH"
"60OI","","Zorn Acres Airport","Milan","US","US-OH"
"60OR","","Whitaker Airport","Oakland","US","US-OR"
"60TE","","Tierra Linda Ranch Airport","Kerrville","US","US-TX"
"60TX","","P-K Ranch Airport","Bellville","US","US-TX"
"60XA","","Skyline Ranch Airport","Georgetown","US","US-TX"
"61AR","","The Valley Airport","Cotter","US","US-AR"
"61AZ","","White Mountain Ultralightport","Show Low","US","US-AZ"
"61CA","","Bauer Airport","Twentynine Palms","US","US-CA"
"61CL","","Johnson Brothers Airport","Calexico","US","US-CA"
"61D","","Plainwell Municipal Airport","Plainwell","US","US-MI"
"61GA","","Pea Patch Aerodrome","Blythe","US","US-GA"
"61ID","","Flying W Ranch Airport","Priest River","US","US-ID"
"61II","","Kay Field","Wolflake","US","US-IN"
"61IN","","Wilkerson's Airport","Scottsburg","US","US-IN"
"61IS","","Jim & Peg Airport","Dwight","US","US-IL"
"61K","","Sedan City Airport","Sedan","US","US-KS"
"61KY","","Schroder Airport","Owenton","US","US-KY"
"61LL","","Smith Restricted Landing Area","Peirron","US","US-IL"
"61MO","","Carl Ensor Airport","Grainville","US","US-MO"
"61MU","","Farris Strip","Faucett","US","US-MO"
"61NC","","Southern Comforts Aerodrome","Parkton","US","US-NC"
"61ND","","Bakke Airport","Larimore","US","US-ND"
"61NJ","","Thomas Browne Airpark","Glassboro","US","US-NJ"
"61OH","","Jetway Airport","Ravenna","US","US-OH"
"61OR","","The Citadel Airport","Sisters","US","US-OR"
"61PA","","Hi Line Lodge Airport","Wellsboro","US","US-PA"
"61PN","","A G A Farms Airport","Perkasie","US","US-PA"
"61TA","","Eagle Landing Airport","Avinger","US","US-TX"
"61TE","","Kezer Air Ranch Airport","Springtown","US","US-TX"
"61TX","","Traylor Tick Farm Airport","Bellville","US","US-TX"
"61VA","","High View Farm Airport","Berryville","US","US-VA"
"61WA","","Burden Field-(Rabbit Run) Airport","Friday Harbor","US","US-WA"
"61WI","","Dinnerbell Airport","Eden","US","US-WI"
"62AL","","Skywest Airpark","Mobile","US","US-AL"
"62AR","","Banks Ranch Airport","Busch","US","US-AR"
"62C","","Cindy Guntly Memorial Airport","Franksville","US","US-WI"
"62CL","","Flying Pear Ranch Airport","Caliente","US","US-CA"
"62CO","","The Farm Airport","Keenesburg","US","US-CO"
"62FL","","David Wine's Airstrip","Lake Wales","US","US-FL"
"62GA","","Seven Lakes Airport","Jackson","US","US-GA"
"62IA","","Lerchs Airport","Martelle","US","US-IA"
"62IL","","Ferris Field","Marengo","US","US-IL"
"62IN","","Fowler Field Private Airport","Greentown","US","US-IN"
"62IS","","Wilson Airport","Fithian","US","US-IL"
"62K","","Seneca Municipal Airport","Seneca","US","US-KS"
"62KS","","Dexter Field","Cottonwood Falls","US","US-KS"
"62MA","","Field of Dreams Airport","North Dighton","US","US-MA"
"62MD","","Sandy Point Airport","Prince Frederick","US","US-MD"
"62MN","","Taylors Falls Airport","Taylors Falls","US","US-MN"
"62MO","","Washburn Farm Airport","Grain Valley","US","US-MO"
"62NC","","Hickory Hill Airport","Havelock","US","US-NC"
"62ND","","Morten Airport","Larimore","US","US-ND"
"62NJ","","Scheller Airport","Schooleys Mountain","US","US-NJ"
"62NM","","Seven Rivers Airport","Carlsbad","US","US-NM"
"62OH","","Willard Field","Lancaster","US","US-OH"
"62OK","","Lewis North Airport","Jay","US","US-OK"
"62PA","","Shreveport North Airport","Wellsville","US","US-PA"
"62TA","","Hawken Air One Airport","Elgin","US","US-TX"
"62VA","","Grasso Salvage Airport","Holland","US","US-VA"
"62XA","","Flying H Air Ranch Airport","Nacogdoches","US","US-TX"
"62XS","","J F Ranch Airport","Clairette","US","US-TX"
"63AK","","Kucera Residence Airport","Big Lake","US","US-AK"
"63AR","","Stokes Airport","Earle","US","US-AR"
"63CA","","Desert Air Sky Ranch Airport","North Shore","US","US-CA"
"63CL","","G3 Ranch Airport","Capay","US","US-CA"
"63CN","","Meadowlark Field","Livermore","US","US-CA"
"63CO","","Hendricks Field At West Creek Ranch Airport","Gateway","US","US-CO"
"63FA","","Sullivan Field","Alachua","US","US-FL"
"63FD","","Link Field","Alachua","US","US-FL"
"63GE","","Westbrook Airport","Lumpkin","US","US-GA"
"63ID","","Hoskins Field","Caldwell","US","US-ID"
"63II","","Woods Field","Franklin","US","US-IN"
"63IL","","Emerick Airport","Marengo","US","US-IL"
"63IS","","Corn Alley Airport","El Paso","US","US-IL"
"63K","","Hillside Airport","Stilwell","US","US-KS"
"63LA","","Leonards Airfield & Indust Park Airport","Delcambre","US","US-LA"
"63ME","","Milo Field","Milo","US","US-ME"
"63MN","","Weideman International Airport","Two Harbors","US","US-MN"
"63MS","","Inmon Field","Ecru","US","US-MS"
"63MT","","Billings Flying Service Airport","Billings","US","US-MT"
"63ND","","Moellenkamp Airport","Lisbon","US","US-ND"
"63NY","","Shear Airport","Youngstown","US","US-NY"
"63OH","","White's Airport","Circleville","US","US-OH"
"63OI","","Bowman Field","Delaware","US","US-OH"
"63OR","","Mountaindale Airport","Mountaindale","US","US-OR"
"63PA","","Boyer Airport","Wernersville","US","US-PA"
"63S","","Colville Municipal Airport","Colville","US","US-WA"
"63TE","","Flying S Ranch Airport","Kennard","US","US-TX"
"63TN","","Providence Landing","Madisonville","US","US-TN"
"63WA","","Boyle R & D Airport","Colbert","US","US-WA"
"63WI","","Flying H Airport","Monroe","US","US-WI"
"63XA","","JCJ Farm Airport","Lott","US","US-TX"
"63XS","","Byram Ranch Airport","Henly","US","US-TX"
"63Y","","Tyler Municipal Airport","Tyler","US","US-MN"
"64AK","","Carpentiers Strip","Point Mackenzie","US","US-AK"
"64CT","","Woodstock Airport","Woodstock","US","US-CT"
"64F","","Alvie Cole Ranch Airport","Sterling City","US","US-TX"
"64FA","","Naked Lady Ranch Airport","Stuart","US","US-FL"
"64G","","Page Regional Airport","Page","US","US-ND"
"64GA","","Big T Airport","Senoia","US","US-GA"
"64GE","","WCC Airport","Tallapoosa","US","US-GA"
"64I","","Lee Bottom Airport","Hanover","US","US-IN"
"64IL","","Walpole Airport","Marengo","US","US-IL"
"64IN","","Peacock Farms Airport","Fairmount","US","US-IN"
"64KS","","Minnow Creek Airport","Sylvan Grove","US","US-KS"
"64MO","","Booze Island Airport","St Joseph","US","US-MO"
"64NC","","Fields Airport","Pleasant Garden","US","US-NC"
"64ND","","Z. P. Field","Mandan","US","US-ND"
"64OG","","Antone Ranch Airport","Mitchell","US","US-OR"
"64OR","","Plum Valley Airport","Amity","US","US-OR"
"64TE","","Apache Springs Airport","Mountain Home","US","US-TX"
"64TN","","Hallelujah Farm Airport","Pulaski","US","US-TN"
"64V","","Wallace Municipal Airport","Wallace","US","US-NE"
"64XA","","Bird Dog Landing","Forestburg","US","US-TX"
"65AK","","McDonald Ridge Airport","Wasilla","US","US-AK"
"65AR","","Bernard Manor Airport","Earle","US","US-AR"
"65B","","Lubec Municipal Airport","Lubec","US","US-ME"
"65CL","","Al Divine Airport","Caruthers","US","US-CA"
"65CN","","Bottimore Ranch Airport","Galt","US","US-CA"
"65CO","","WKR Airport","Fort Collins","US","US-CO"
"65G","","Maple Grove Airport","Fowlerville","US","US-MI"
"65IS","","Frings Airport","Leeds","US","US-IL"
"65KS","","Griffith Field","Downs","US","US-KS"
"65LA","BCS","Southern Seaplane Airport","Belle Chasse","US","US-LA"
"65MD","","Willow Bee Farm Airfield","Piney Point","US","US-MD"
"65MN","","Ricks Field","Wendell","US","US-MN"
"65MS","","Maverick Hill Airport","Senatobia","US","US-MS"
"65NM","","Curtis and Curtis Airport","Melrose","US","US-NM"
"65NY","","Chautauqua Lake Airpark","Mayville","US","US-NY"
"65OH","","Wiita Farms Airport","Wadsworth","US","US-OH"
"65PA","","Cherry Valley Airport","Saylorsburg","US","US-PA"
"65TE","","Windwood Farm Airport","Bells","US","US-TX"
"65TN","","Roach Farm Airport","Fall Branch","US","US-TN"
"65TX","","Flying Eagle Ranch Airport","Salt Flat","US","US-TX"
"65WA","","Wissler's Airport","Tenino","US","US-WA"
"65WN","","Whoopy Hollow Aerodrome","Wiota","US","US-WI"
"65XA","","Barnes Air Field","Barnes","US","US-TX"
"65XS","","Birdnest Airport","Parker","US","US-TX"
"66AR","","Hoerler Farms Airport","Siloam Springs","US","US-AR"
"66B","","Gillespie Field","Meddybemps","US","US-ME"
"66CA","","Rancho San Simeon Airport","Cambria","US","US-CA"
"66FD","","JR's STOLport","Dunnellon","US","US-FL"
"66G","","William Tiny Zehnder Field","Frankenmuth","US","US-MI"
"66GA","","Sawyer Farm Airport","Blakely","US","US-GA"
"66II","","Pat Robinson Airport","Lapel","US","US-IN"
"66IL","","Aerogrange Airport","Marengo","US","US-IL"
"66IN","","Oakes Field","Charlottesville","US","US-IN"
"66KY","","Mc Grew Airport","Clarkson","US","US-KY"
"66LA","","Schexnayder Airport","Erwinville","US","US-LA"
"66MI","","East Lake Airport","Kalamazoo","US","US-MI"
"66MN","","Howard's Airport","Clara City","US","US-MN"
"66MO","","Ahlers Acres Airport","Foristell","US","US-MO"
"66NC","","Hood Field","Dover","US","US-NC"
"66NE","","Cornelius Farm Airport","Madrid","US","US-NE"
"66NY","","Maple Ridge Airport","Medina","US","US-NY"
"66OI","","Gorman-Green Airport","Wooster","US","US-OH"
"66OK","","Mc Laughlin Farm Airport","Durant","US","US-OK"
"66S","","Cavanaugh Bay Airport","Coolin","US","US-ID"
"66SC","","The Flying Few Airport","Greer","US","US-SC"
"66TE","","The Landings Airport","Granbury","US","US-TX"
"66TN","","Basham Field","Morrison","US","US-TN"
"66TX","","Loma de Cometa Airport","Crystal City","US","US-TX"
"66VT","","Symon Airport","Shoreham","US","US-VT"
"66WA","","Trout Lake Airport","Trout Lake","US","US-WA"
"66WI","","J-3 Cub Field","Watertown","US","US-WI"
"66XA","","Mathews Airport","Henrietta","US","US-TX"
"66XS","","Baylie Airport","Westminster","US","US-TX"
"67AK","","South Hollywood Airport","Wasilla","US","US-AK"
"67AR","","Wedington Woods Airport","Fayetteville","US","US-AR"
"67CA","","Chapman Farms Airport","Chowchilla","US","US-CA"
"67CL","","Davis Airport","Colusa","US","US-CA"
"67CO","","Highline Farm Airstrip","Bracewell","US","US-CO"
"67D","","Reader-Botsford Airport","Wellington","US","US-OH"
"67FL","","Bald Eagle Airstrip","Zolfo Springs","US","US-FL"
"67GA","","Apalachee Bluff Airpark","Monroe","US","US-GA"
"67II","","Schoettmer Farm Airport","Greensburg","US","US-IN"
"67IL","","Mitchell Restricted Landing Area Airport","Marseilles","US","US-IL"
"67KS","","Montezuma Coöp Airport","Montezuma","US","US-KS"
"67MD","","Willows Landing","Union Bridge","US","US-MD"
"67MI","","Pinelli Airport","Marcellus","US","US-MI"
"67MN","","Pagel's Field","Atwater","US","US-MN"
"67MO","","Ski Harbor Airport","Pittsburg","US","US-MO"
"67MU","","Air Cover Airport","Frankford","US","US-MO"
"67ND","","Waldie Farms Airport","Marion","US","US-ND"
"67NE","","L J Bose Airstrip","Orleans","US","US-NE"
"67NJ","","Mount Pleasant Landing Strip","Columbia","US","US-NJ"
"67OG","","George Airport","Sheridan","US","US-OR"
"67OK","","Flying J Ranch Airport","Peggs","US","US-OK"
"67OR","","Mc Gee Airport","Donald","US","US-OR"
"67PN","","Masser Field","Sacramento","US","US-PA"
"67S","","Priest Lake Usfs Airport","Nordman","US","US-ID"
"67SC","","Lanes Landing","Ruffin","US","US-SC"
"67TE","","Fisher Ranch Airport","Killeen","US","US-TX"
"67TT","","Fleck Airport","Decatur","US","US-TX"
"67TX","","Old Hoppe Place Airport","Agua Dulce","US","US-TX"
"67WA","","Page Airport","Walla Walla","US","US-WA"
"67WI","","Accurate Airport","Necedah","US","US-WI"
"67XA","","J-L Ranch Airport","Bowie","US","US-TX"
"68AL","","Heart of Dixie Aero Estates Airport","Greenville","US","US-AL"
"68AR","","Luginbuel Hee Haw Airport","Luginbuel Hee Haw Airport","US","US-AR"
"68AZ","","Music Mountain Air Ranch Airport","Hackberry","US","US-AZ"
"68C","","Central County Airport","Ogdensburg","US","US-WI"
"68CA","","Lake California Air Park","Cottonwood","US","US-CA"
"68CN","","Porter Ranch Airport","Inyokern","US","US-CA"
"68CO","","Singleton Ranch Airport","Byers","US","US-CO"
"68FD","","Maran Airport","Fountain","US","US-FL"
"68ID","","Rapoport Ranch Airport","Sagle","US","US-ID"
"68IN","","Alley Oop Airport","Wheatfield","US","US-IN"
"68IS","","Casa De Aero Park Airport","Hampshire","US","US-IL"
"68KY","","Lee's Airpark","Somerset","US","US-KY"
"68LA","","Pilkinton Airstrip","Bossier City","US","US-LA"
"68LS","","Myrtle Grove Airport","Waterproof","US","US-LA"
"68NC","","Winstead '76' Airport","Leasburg","US","US-NC"
"68NE","","Hall-Feld Airport","Davey","US","US-NE"
"68NM","","Flying H Ranch Airport","Mayhill","US","US-NM"
"68NY","","Merrimac Farms Airport","Mount Morris","US","US-NY"
"68PA","","Don's Place Airpark","Hamburg","US","US-PA"
"68PN","","Narrigan Grass Strip","Claysville","US","US-PA"
"68R","","Hamp Airport","Elwell","US","US-MI"
"68TE","","Norris Raun Ranch Airport","El Campo","US","US-TX"
"68TS","","Bishop Field","Royse City","US","US-TX"
"68WA","","Mc Mahon Field","Zillah","US","US-WA"
"68Y","","Wells Municipal Airport","Wells","US","US-MN"
"69CL","","Medlock Field","Davis","US","US-CA"
"69FD","","Unicorn Place Airport","Defuniak Springs","US","US-FL"
"69G","","Richmond Field","Gregory","US","US-MI"
"69IL","","David Gillespie Airport","Marseilles","US","US-IL"
"69IS","","Sinele's Sunset Strip","Niota","US","US-IL"
"69KS","","Chiles Airpark","Chiles","US","US-KS"
"69LL","","Maas Airstrip","New Boston","US","US-IL"
"69MN","","Yaggie Private Airport","Breckenridge","US","US-MN"
"69MO","","Hess-McKeown Airport","Higbee","US","US-MO"
"69MT","","Flying H Airport","Lambert","US","US-MT"
"69MU","","Blazer Airport","Easton","US","US-MO"
"69MY","","Hall Airport","Farmington","US","US-MN"
"69N","","Slatington Airport","Slatington","US","US-PA"
"69NC","","Clute's Hilltop Airport","Forest City","US","US-NC"
"69ND","","Tengesdal Airport","Maxbass","US","US-ND"
"69OI","","Schulze's Airport","Chatfield","US","US-OH"
"69OK","","Green Country Airpark","Fairland","US","US-OK"
"69OR","","Dick Fisher Airport","Gaston","US","US-OR"
"69PA","","Hurst Airport","Newmanstown","US","US-PA"
"69S","","Avey Field State/Laurier Airport","Laurier","US","US-WA"
"69TA","","Dean Airport","Corpus Christi","US","US-TX"
"69TE","","Deer Pasture Airport","Lampasas","US","US-TX"
"69TS","","White Airport","Killeen","US","US-TX"
"69TX","","Green Lake Ranch Airport","Bloomington","US","US-TX"
"69XA","","Richey Airfield","Chico","US","US-TX"
"69XS","","Brushy Creek Airport","Sadler","US","US-TX"
"6A5","","Warf Airport","Reidsville","US","US-NC"
"6A6","","Kimball Municipal Airport","Kimball","US","US-SD"
"6AK","","Rainy Pass Lodge Airport","Rainy Pass","US","US-AK"
"6AK1","","Platinum Mine Airport","Platinum","US","US-AK"
"6AK2","","Sleepers Strip Airport","Point Mackenzie","US","US-AK"
"6AK3","","Butler Aviation Airport","Nikiski","US","US-AK"
"6AK5","","Fire Island Airport","Anchorage","US","US-AK"
"6AK7","","Rainbow Heights Estates Airstrip","Wasilla","US","US-AK"
"6AK8","","Tulakes Airport","Wasilla","US","US-AK"
"6AK9","","Cizek North Airport","Wasilla","US","US-AK"
"6AL0","","Flying Tigers Winery & Resort Airport","Heflin","US","US-AL"
"6AL5","","Big Sky Farms Airport","Speed","US","US-AL"
"6AL6","","Hawthorn Pines Airport","Wagarville","US","US-AL"
"6AR0","","Cypress Creek Airpark","Vilonia","US","US-AR"
"6AR1","","Elder Airstrip","Cave Springs","US","US-AR"
"6AR8","","Flying W Airpark II Airport","Charleston","US","US-AR"
"6AR9","","Pine Mountain Airpark","Flippin","US","US-AR"
"6AZ2","","Wisky Ranch/Chevlon Airport","Heber","US","US-AZ"
